"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21606","Login exitoso con usuario válido","chromium","Wed Aug 20 12:04:31 GMT-05:00 2025","passed","Wed Aug 20 12:04:52 GMT-05:00 2025","Purchase Flow","purchaseFlow.spec.ts","",""
